Name,Age,Position,Shots,SoT,KeyPasses,PassAccuracy,AerialsWon,Touches,Rating,TackleWon,Interception,Clearance,ShotBlocked,Fouls,PassCrossTotal,PassCrossAccurate,PassLongBallTotal,PassLongBallAccurate,PassThroughBallTotal,PassThroughBallAccurate,DribbleWon,FoulGiven,OffsideGiven,Dispossessed,Turnover,Time,Adversário,Data,Mandante
Matheus Donelli,24,GK,0	,0	,0	,65.2	,0	,37	,7.51,0	,0	,1	,0	,0	,0	,0	,11	,4	,0	,0	,0	,1	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Matheus França,26,DR,0	,0	,0	,82.6	,0	,63	,6.70,1	,1	,0	,0	,1	,1	,0	,1	,1	,0	,0	,1	,1	,0	,1	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
André Ramalho,35,DC,1	,0	,1	,95.3	,1	,75	,7.27,2	,0	,6	,0	,0	,0	,0	,6	,4	,0	,0	,0	,1	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Félix Torres,30,DC,1	,0	,0	,90.2	,0	,60	,7.02,1	,1	,5	,0	,0	,0	,0	,6	,4	,0	,0	,0	,0	,0	,0	,1	,Corinthians,Vasco da Gama,05-Apr-25,True
Matheus Bidu,27,DL,0	,0	,1	,94.4	,0	,58	,6.89,2	,1	,1	,0	,2	,1	,1	,1	,1	,0	,0	,0	,0	,0	,0	,4	,Corinthians,Vasco da Gama,05-Apr-25,True
Raniele,30,MC,0	,0	,0	,88.9	,1	,33	,6.63,1	,0	,1	,1	,2	,0	,0	,1	,1	,0	,0	,0	,1	,0	,1	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Breno Bidon,22,MC,0	,0	,0	,93	,1	,72	,7.26,2	,1	,1	,0	,3	,0	,0	,4	,4	,0	,0	,1	,4	,0	,0	,1	,Corinthians,Vasco da Gama,05-Apr-25,True
André Carrillo,35,MC,0	,0	,0	,94.7	,0	,44	,6.77,0	,3	,0	,0	,3	,1	,1	,4	,3	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Igor Coronado,34,AMC,1	,0	,0	,87.5	,0	,66	,6.43,2	,0	,0	,0	,0	,3	,0	,2	,1	,0	,0	,0	,1	,0	,3	,2	,Corinthians,Vasco da Gama,05-Apr-25,True
Yuri Alberto,26,FW,1	,1	,1	,83.3	,0	,21	,7.83,0	,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,0	,1	,1	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Memphis Depay,33,FW,2	,2	,2	,83.3	,0	,41	,8.01,0	,0	,0	,0	,1	,1	,0	,1	,1	,1	,0	,0	,3	,0	,1	,6	,Corinthians,Vasco da Gama,05-Apr-25,True
Maycon,29,Sub,0	,0	,0	,94.1	,0	,17	,6.17,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Ángel Romero,34,Sub,0	,0	,1	,50	,0	,8	,6.26,0	,0	,0	,0	,1	,2	,1	,0	,0	,0	,0	,0	,0	,0	,1	,1	,Corinthians,Vasco da Gama,05-Apr-25,True
Héctor Hernández,31,Sub,0	,0	,0	,75	,0	,4	,6.14,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
José Martínez,32,Sub,0	,0	,0	,90	,0	,28	,5.97,0	,0	,1	,0	,4	,1	,0	,1	,1	,0	,0	,0	,2	,0	,0	,2	,Corinthians,Vasco da Gama,05-Apr-25,True
Alex Santana,31,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Charles,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Cacá,27,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Talles Magno,24,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Hugo,29,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Léo Mana,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Felipe Longo,22,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
João Pedro,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Corinthians,Vasco da Gama,05-Apr-25,True
Léo Jardim,32,GK,0	,0	,0	,82.4	,0	,20	,5.45,0	,0	,1	,0	,0	,0	,0	,5	,2	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
José Rodríguez,30,DR,1	,0	,1	,80	,3	,67	,6.32,2	,0	,2	,0	,1	,6	,1	,7	,1	,0	,0	,0	,1	,0	,0	,1	,Vasco da Gama,Corinthians,05-Apr-25,False
Lucas Freitas,26,DC,0	,0	,0	,94.1	,1	,43	,6.08,1	,1	,3	,1	,0	,0	,0	,4	,3	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
João Victor,28,DC,2	,1	,0	,81	,1	,56	,5.57,2	,1	,2	,0	,1	,0	,0	,5	,1	,0	,0	,0	,1	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Lucas Piton,26,DL,1	,0	,0	,86.3	,1	,69	,6.25,2	,0	,1	,0	,1	,3	,0	,4	,1	,0	,0	,2	,2	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Jair,32,DMC,0	,0	,1	,96.8	,0	,39	,6.45,3	,1	,0	,0	,3	,0	,0	,1	,1	,0	,0	,1	,3	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Mateus Carvalho,25,DMC,0	,0	,0	,93.8	,0	,58	,6.59,3	,4	,0	,0	,3	,0	,0	,1	,0	,0	,0	,1	,0	,0	,1	,1	,Vasco da Gama,Corinthians,05-Apr-25,False
Tchê Tchê,34,AMR,1	,0	,0	,100	,0	,21	,6.10,1	,2	,0	,0	,0	,0	,0	,2	,2	,0	,0	,0	,1	,0	,1	,1	,Vasco da Gama,Corinthians,05-Apr-25,False
Dimitri Payet,40,AMC,1	,0	,3	,87.9	,0	,78	,6.98,3	,1	,0	,0	,1	,9	,3	,3	,3	,0	,0	,0	,5	,0	,1	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Loide Augusto,27,AML,1	,0	,2	,87	,1	,36	,6.18,1	,0	,0	,0	,2	,1	,0	,1	,1	,0	,0	,0	,1	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Rayan,20,FW,0	,0	,0	,81.8	,0	,16	,5.86,1	,0	,0	,0	,1	,0	,0	,1	,1	,0	,0	,0	,0	,0	,1	,1	,Vasco da Gama,Corinthians,05-Apr-25,False
Pablo Vegetti,38,Sub,2	,1	,0	,50	,1	,8	,6.09,0	,0	,0	,0	,2	,0	,0	,1	,0	,0	,0	,0	,0	,1	,1	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Adson,26,Sub,0	,0	,0	,100	,0	,10	,5.94,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Hugo Moura,29,Sub,0	,0	,0	,88.2	,0	,22	,6.23,2	,1	,0	,0	,1	,0	,0	,1	,1	,0	,0	,0	,1	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Alex Teixeira,37,Sub,1	,1	,0	,100	,0	,4	,6.24,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Nuno Moreira,27,Sub,0	,0	,1	,70	,1	,15	,6.23,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,1	,2	,0	,0	,2	,Vasco da Gama,Corinthians,05-Apr-25,False
Juan Sforza,25,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Paulo Henrique,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Daniel Fuzato,29,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Philippe Coutinho,34,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Victor Luís,33,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Mauricio Lemos,31,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Paulinho Paula,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Vasco da Gama,Corinthians,05-Apr-25,False
Bruno Ferreira,33,GK,0	,0	,0	,41.7	,0	,34	,7.38,0	,0	,2	,0	,1	,0	,0	,20	,6	,0	,0	,0	,0	,0	,0	,1	,Ceara,Gremio,05-Apr-25,True
Fabiano,27,DR,0	,0	,0	,85.7	,0	,47	,7.34,5	,0	,3	,0	,2	,2	,0	,3	,1	,0	,0	,0	,4	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Willian Machado,30,DC,0	,0	,0	,69.2	,3	,33	,7.09,0	,1	,5	,1	,0	,0	,0	,10	,5	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Marllon,34,DC,0	,0	,0	,70.6	,0	,28	,6.37,0	,0	,6	,1	,0	,0	,0	,8	,4	,0	,0	,0	,0	,0	,0	,1	,Ceara,Gremio,05-Apr-25,True
Matheus Bahia,27,DL,1	,1	,2	,85.7	,0	,48	,7.76,3	,1	,6	,0	,1	,4	,3	,4	,3	,0	,0	,1	,0	,0	,1	,0	,Ceara,Gremio,05-Apr-25,True
Fernando Sobral,32,DMC,0	,0	,1	,80	,0	,35	,6.40,0	,0	,0	,0	,2	,4	,1	,4	,2	,0	,0	,0	,3	,0	,1	,0	,Ceara,Gremio,05-Apr-25,True
Dieguinho,32,DMC,0	,0	,0	,79.2	,2	,36	,7.06,2	,2	,2	,0	,0	,0	,0	,4	,2	,0	,0	,0	,1	,0	,0	,2	,Ceara,Gremio,05-Apr-25,True
Antonio Galeano,27,AMR,1	,1	,1	,81.8	,0	,20	,6.62,0	,0	,0	,0	,0	,3	,1	,1	,1	,0	,0	,0	,2	,1	,0	,0	,Ceara,Gremio,05-Apr-25,True
Lucas Mugni,35,AMC,1	,0	,0	,80	,1	,35	,6.59,2	,0	,0	,0	,0	,4	,0	,4	,3	,0	,0	,2	,0	,0	,2	,1	,Ceara,Gremio,05-Apr-25,True
Fernandinho,29,AML,1	,1	,0	,71.4	,0	,30	,6.94,2	,0	,0	,1	,1	,1	,0	,3	,1	,0	,0	,2	,2	,0	,2	,1	,Ceara,Gremio,05-Apr-25,True
Pedro Raúl,30,FW,4	,1	,2	,85.7	,3	,39	,7.07,0	,0	,2	,0	,1	,1	,0	,0	,0	,0	,0	,0	,3	,2	,4	,5	,Ceara,Gremio,05-Apr-25,True
Alejandro Martínez,29,Sub,1	,1	,1	,57.1	,0	,20	,6.89,1	,1	,1	,0	,1	,1	,0	,3	,1	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Aylon,35,Sub,0	,0	,0	,0	,0	,3	,6.15,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Nicolas,30,Sub,0	,0	,0	,0	,0	,0	,6.13,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Matheus Araújo,24,Sub,1	,1	,0	,75	,0	,13	,6.99,2	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,3	,Ceara,Gremio,05-Apr-25,True
Lourenço,29,Sub,2	,0	,0	,90	,0	,23	,6.76,4	,2	,0	,1	,0	,1	,0	,1	,0	,0	,0	,0	,0	,0	,1	,0	,Ceara,Gremio,05-Apr-25,True
Lucas Lima,26,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Marcos Victor,25,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Fernando Miguel,42,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Éder,32,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Rafael Ramos,32,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Guilherme Luiz,21,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Rômulo,25,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Ceara,Gremio,05-Apr-25,True
Tiago Volpi,36,GK,0	,0	,0	,53.3	,1	,24	,6.05,0	,0	,0	,0	,0	,0	,0	,11	,4	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Igor,22,DR,1	,0	,0	,65.5	,3	,48	,6.30,1	,2	,2	,0	,1	,1	,0	,4	,1	,0	,0	,0	,2	,0	,1	,1	,Gremio,Ceara,05-Apr-25,False
Wagner Leonardo,27,DC,0	,0	,0	,92.5	,6	,69	,7.31,0	,4	,10	,1	,1	,0	,0	,5	,5	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Jemerson,34,DC,0	,0	,0	,88.2	,3	,44	,6.48,5	,0	,3	,0	,4	,0	,0	,2	,1	,0	,0	,0	,0	,0	,1	,1	,Gremio,Ceara,05-Apr-25,False
Lucas Esteves,26,DL,0	,0	,1	,84.9	,3	,49	,5.94,2	,0	,3	,0	,4	,3	,1	,3	,0	,0	,0	,0	,0	,0	,0	,1	,Gremio,Ceara,05-Apr-25,False
Mathías Villasanti,30,DMC,1	,0	,1	,83.3	,1	,80	,7.06,6	,1	,1	,0	,1	,0	,0	,7	,2	,0	,0	,1	,0	,0	,1	,1	,Gremio,Ceara,05-Apr-25,False
Camilo,28,DMC,1	,0	,0	,71.4	,1	,20	,6.21,0	,1	,1	,0	,0	,0	,0	,2	,0	,0	,0	,1	,0	,0	,0	,1	,Gremio,Ceara,05-Apr-25,False
Cristian Pavón,31,AMR,0	,0	,2	,69.6	,1	,33	,6.46,2	,0	,1	,0	,1	,3	,0	,3	,0	,0	,0	,1	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Edenílson,37,AMC,1	,0	,0	,88.9	,0	,45	,6.09,0	,1	,0	,0	,1	,5	,0	,1	,1	,0	,0	,1	,1	,0	,3	,0	,Gremio,Ceara,05-Apr-25,False
Francis Amuzu,27,AML,1	,0	,2	,75.9	,0	,50	,6.73,1	,0	,0	,0	,1	,4	,1	,2	,1	,1	,0	,3	,3	,1	,2	,1	,Gremio,Ceara,05-Apr-25,False
Matías Arezo,24,FW,4	,2	,3	,54.6	,1	,23	,6.40,0	,0	,0	,0	,1	,1	,1	,0	,0	,0	,0	,1	,0	,2	,0	,2	,Gremio,Ceara,05-Apr-25,False
Franco Cristaldo,30,Sub,1	,0	,1	,90	,0	,42	,6.25,0	,0	,0	,0	,0	,6	,1	,3	,3	,0	,0	,0	,0	,0	,2	,1	,Gremio,Ceara,05-Apr-25,False
João Pedro,30,Sub,0	,0	,0	,82.6	,1	,31	,6.27,0	,0	,0	,0	,2	,1	,0	,0	,0	,0	,0	,2	,0	,0	,0	,1	,Gremio,Ceara,05-Apr-25,False
Alexander Aravena,24,Sub,0	,0	,1	,90	,0	,15	,6.17,0	,0	,0	,0	,0	,1	,1	,0	,0	,0	,0	,0	,1	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Miguel Monsalve,23,Sub,0	,0	,0	,100	,0	,10	,6.09,1	,0	,0	,0	,1	,2	,0	,0	,0	,0	,0	,1	,0	,0	,0	,2	,Gremio,Ceara,05-Apr-25,False
André Henrique,25,Sub,2	,1	,0	,100	,1	,7	,5.99,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Dodi,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Rodrigo Ely,33,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Nathan,31,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Gustavo Martins,24,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Gabriel Grando,27,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Ronald,24,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
Viery,22,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Gremio,Ceara,05-Apr-25,False
John,31,GK,0	,0	,0	,77.5	,0	,48	,7.11,0	,0	,0	,0	,0	,0	,0	,14	,6	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Vitinho,27,DR,0	,0	,1	,88.9	,1	,32	,6.61,0	,0	,2	,0	,0	,5	,1	,1	,1	,0	,0	,0	,0	,0	,2	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Alexander Barboza,32,DC,0	,0	,0	,84.9	,0	,77	,6.87,1	,0	,7	,0	,1	,0	,0	,10	,5	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Jair,22,DC,1	,0	,0	,84.4	,3	,87	,7.40,1	,2	,4	,1	,0	,0	,0	,10	,8	,0	,0	,0	,1	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Cuiabano,24,DL,0	,0	,2	,87.1	,1	,49	,7.75,1	,1	,1	,0	,1	,4	,2	,2	,1	,0	,0	,1	,1	,0	,0	,2	,Botafogo RJ,Juventude,06-Apr-25,True
Gregore,33,DMC,0	,0	,0	,88.9	,1	,67	,6.44,1	,0	,1	,0	,1	,0	,0	,2	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Artur,29,MR,3	,0	,3	,88	,0	,47	,7.46,0	,2	,0	,0	,2	,1	,0	,3	,2	,0	,0	,1	,3	,0	,3	,3	,Botafogo RJ,Juventude,06-Apr-25,True
Marlon Freitas,32,MC,0	,0	,2	,84.2	,0	,82	,6.90,0	,1	,1	,1	,0	,0	,0	,13	,10	,0	,0	,0	,0	,0	,0	,1	,Botafogo RJ,Juventude,06-Apr-25,True
Patrick de Paula,27,MC,0	,0	,1	,91.3	,0	,26	,6.40,0	,0	,0	,0	,1	,0	,0	,2	,1	,0	,0	,0	,1	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Jefferson Savarino,30,ML,2	,0	,2	,90.2	,0	,52	,6.74,0	,1	,1	,0	,1	,2	,1	,6	,5	,0	,0	,0	,0	,0	,0	,3	,Botafogo RJ,Juventude,06-Apr-25,True
Igor Jesus,26,FW,4	,2	,1	,75	,8	,29	,8.46,1	,0	,2	,1	,3	,0	,0	,1	,1	,0	,0	,0	,0	,0	,2	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Alex Telles,34,Sub,1	,1	,1	,100	,0	,14	,6.30,0	,0	,0	,0	,2	,4	,1	,0	,0	,0	,0	,0	,1	,0	,1	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Mateo Ponte,23,Sub,1	,1	,0	,81.3	,0	,20	,7.14,0	,1	,0	,0	,1	,1	,1	,1	,1	,0	,0	,0	,0	,1	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Santiago Rodríguez,27,Sub,3	,2	,0	,95	,1	,29	,6.79,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,1	,1	,Botafogo RJ,Juventude,06-Apr-25,True
Gonzalo Mastriani,33,Sub,1	,0	,0	,0	,0	,1	,5.97,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Newton,27,Sub,0	,0	,0	,85.7	,0	,10	,6.08,0	,1	,0	,0	,1	,1	,0	,1	,1	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Allan,36,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Matheus Martins,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Léo Linck,26,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Elias Manoel,25,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
David Ricardo,24,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Kauan Lindes,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Jeffinho,27,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Botafogo RJ,Juventude,06-Apr-25,True
Marcão,35,GK,0	,0	,0	,57.9	,0	,33	,6.55,0	,0	,0	,0	,0	,0	,0	,12	,4	,0	,0	,0	,0	,0	,0	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Ewerthon,26,DR,2	,1	,1	,80	,1	,58	,6.29,0	,2	,1	,0	,0	,4	,0	,9	,7	,0	,0	,0	,1	,0	,0	,1	,Juventude,Botafogo RJ,06-Apr-25,False
Abner,22,DC,0	,0	,0	,86.7	,4	,55	,6.60,1	,1	,6	,1	,0	,0	,0	,7	,4	,0	,0	,0	,0	,1	,0	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Adriano Martins,30,DC,0	,0	,0	,89.5	,3	,47	,6.40,3	,2	,2	,0	,1	,0	,0	,4	,3	,0	,0	,0	,0	,0	,1	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Alan Ruschel,37,DL,0	,0	,2	,96.2	,0	,80	,6.75,3	,3	,1	,0	,0	,6	,2	,4	,3	,0	,0	,0	,1	,1	,0	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Emerson Batalla,25,MR,4	,1	,0	,94.4	,0	,32	,6.01,0	,0	,0	,0	,2	,2	,0	,0	,0	,0	,0	,2	,0	,0	,0	,3	,Juventude,Botafogo RJ,06-Apr-25,False
Jádson,33,MC,0	,0	,1	,59.3	,0	,47	,6.79,2	,3	,4	,2	,0	,2	,0	,10	,4	,0	,0	,0	,1	,0	,1	,1	,Juventude,Botafogo RJ,06-Apr-25,False
Daniel Giraldo,34,MC,0	,0	,0	,86.5	,1	,43	,5.90,1	,0	,0	,0	,2	,0	,0	,4	,2	,0	,0	,0	,1	,0	,0	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Petterson,23,ML,3	,0	,0	,84.4	,0	,46	,6.23,0	,1	,0	,0	,0	,0	,0	,3	,2	,0	,0	,1	,0	,0	,1	,1	,Juventude,Botafogo RJ,06-Apr-25,False
Gabriel Taliari,29,FW,3	,1	,1	,100	,1	,15	,6.78,1	,0	,1	,0	,0	,0	,0	,1	,1	,1	,1	,0	,1	,1	,1	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Mandaca,25,FW,0	,0	,5	,88.9	,1	,48	,7.15,1	,1	,0	,0	,1	,0	,0	,1	,1	,0	,0	,3	,2	,1	,0	,1	,Juventude,Botafogo RJ,06-Apr-25,False
Nenê,45,Sub,2	,0	,0	,46.7	,0	,25	,6.35,0	,0	,0	,0	,0	,2	,0	,1	,1	,0	,0	,2	,2	,0	,0	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Giovanny,29,Sub,0	,0	,0	,88.9	,0	,11	,6.10,0	,0	,1	,0	,0	,0	,0	,1	,0	,0	,0	,0	,1	,0	,0	,0	,Juventude,Botafogo RJ,06-Apr-25,False
Matheus Babi,29,Sub,0	,0	,1	,100	,1	,10	,6.27,0	,0	,2	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,Juventude,Botafogo RJ,06-Apr-25,False
